"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 30 17:00:30 UTC 2025","Tue Dec 30 17:00:33 UTC 2025","3267","tests","test_todo","","","","test_language[chromium-input_value2]",""
"passed","Tue Dec 30 17:00:14 UTC 2025","Tue Dec 30 17:00:17 UTC 2025","3204","tests","test_todo","","","","test_language[chromium-input_value1]",""
"passed","Tue Dec 30 17:00:06 UTC 2025","Tue Dec 30 17:00:13 UTC 2025","7478","tests","test_todo","","","","test_login[chromium-input_value0]",""
"passed","Tue Dec 30 17:00:36 UTC 2025","Tue Dec 30 17:00:40 UTC 2025","3262","tests","test_todo","","","","test_language[chromium-input_value4]",""
"passed","Tue Dec 30 17:00:01 UTC 2025","Tue Dec 30 17:00:06 UTC 2025","5097","tests","test_todo","","","","test_registration[chromium-input_value0]",""
"passed","Tue Dec 30 16:59:58 UTC 2025","Tue Dec 30 17:00:01 UTC 2025","3166","tests","test_todo","","","","test_language[chromium-input_value0]",""
"passed","Tue Dec 30 17:00:17 UTC 2025","Tue Dec 30 17:00:23 UTC 2025","5832","tests","test_todo","","","","test_registration[chromium-input_value1]",""
"passed","Tue Dec 30 17:00:23 UTC 2025","Tue Dec 30 17:00:30 UTC 2025","7007","tests","test_todo","","","","test_login[chromium-input_value1]",""
"passed","Tue Dec 30 17:00:33 UTC 2025","Tue Dec 30 17:00:36 UTC 2025","3283","tests","test_todo","","","","test_language[chromium-input_value3]",""
