"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 03 18:06:56 UTC 2026","Sat Jan 03 18:06:59 UTC 2026","2304","tests","test_todo","","","","Успешный выбор языка",""
"passed","Sat Jan 03 18:06:44 UTC 2026","Sat Jan 03 18:06:47 UTC 2026","2583","tests","test_todo","","","","Успешный выбор языка",""
"passed","Sat Jan 03 18:06:59 UTC 2026","Sat Jan 03 18:07:01 UTC 2026","2257","tests","test_todo","","","","Успешный выбор языка",""
"passed","Sat Jan 03 18:06:52 UTC 2026","Sat Jan 03 18:06:56 UTC 2026","4112","tests","test_todo","","","","test_login[chromium-input_value1]",""
"passed","Sat Jan 03 18:07:01 UTC 2026","Sat Jan 03 18:07:03 UTC 2026","2471","tests","test_todo","","","","Успешный выбор языка",""
"passed","Sat Jan 03 18:06:47 UTC 2026","Sat Jan 03 18:06:52 UTC 2026","4822","tests","test_todo","","","","test_registration[chromium-input_value1]",""
"passed","Sat Jan 03 18:06:40 UTC 2026","Sat Jan 03 18:06:44 UTC 2026","4497","tests","test_todo","","","","test_login[chromium-input_value0]",""
"passed","Sat Jan 03 18:06:36 UTC 2026","Sat Jan 03 18:06:40 UTC 2026","4088","tests","test_todo","","","","test_registration[chromium-input_value0]",""
"passed","Sat Jan 03 18:06:33 UTC 2026","Sat Jan 03 18:06:36 UTC 2026","2564","tests","test_todo","","","","Успешный выбор языка",""
