"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 04 15:39:56 UTC 2026","Sun Jan 04 15:39:58 UTC 2026","2573","tests","test_todo","","","","Успешный выбор языка",""
"passed","Sun Jan 04 15:39:58 UTC 2026","Sun Jan 04 15:40:03 UTC 2026","4800","tests","test_todo","","","","test_registration[chromium-input_value1]",""
"passed","Sun Jan 04 15:40:11 UTC 2026","Sun Jan 04 15:40:14 UTC 2026","2626","tests","test_todo","","","","Успешный выбор языка",""
"passed","Sun Jan 04 15:39:51 UTC 2026","Sun Jan 04 15:39:56 UTC 2026","4646","tests","test_todo","","","","test_login[chromium-input_value0]",""
"passed","Sun Jan 04 15:39:43 UTC 2026","Sun Jan 04 15:39:46 UTC 2026","3042","tests","test_todo","","","","Успешный выбор языка",""
"passed","Sun Jan 04 15:40:14 UTC 2026","Sun Jan 04 15:40:16 UTC 2026","2560","tests","test_todo","","","","Успешный выбор языка",""
"passed","Sun Jan 04 15:40:08 UTC 2026","Sun Jan 04 15:40:11 UTC 2026","2709","tests","test_todo","","","","Успешный выбор языка",""
"passed","Sun Jan 04 15:39:46 UTC 2026","Sun Jan 04 15:39:51 UTC 2026","4804","tests","test_todo","","","","test_registration[chromium-input_value0]",""
"passed","Sun Jan 04 15:40:03 UTC 2026","Sun Jan 04 15:40:08 UTC 2026","4999","tests","test_todo","","","","test_login[chromium-input_value1]",""
