"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 30 16:49:25 UTC 2025","Tue Dec 30 16:49:27 UTC 2025","2225","tests","test_todo","","","","test_language[chromium-input_value3]",""
"passed","Tue Dec 30 16:49:19 UTC 2025","Tue Dec 30 16:49:23 UTC 2025","4001","tests","test_todo","","","","test_login[chromium-input_value1]",""
"passed","Tue Dec 30 16:48:57 UTC 2025","Tue Dec 30 16:49:00 UTC 2025","2415","tests","test_todo","","","","test_language[chromium-input_value0]",""
"passed","Tue Dec 30 16:49:14 UTC 2025","Tue Dec 30 16:49:19 UTC 2025","4368","tests","test_todo","","","","test_registration[chromium-input_value1]",""
"passed","Tue Dec 30 16:49:23 UTC 2025","Tue Dec 30 16:49:25 UTC 2025","2067","tests","test_todo","","","","test_language[chromium-input_value2]",""
"passed","Tue Dec 30 16:49:11 UTC 2025","Tue Dec 30 16:49:14 UTC 2025","3052","tests","test_todo","","","","test_language[chromium-input_value1]",""
"passed","Tue Dec 30 16:49:05 UTC 2025","Tue Dec 30 16:49:11 UTC 2025","6511","tests","test_todo","","","","test_login[chromium-input_value0]",""
"passed","Tue Dec 30 16:49:27 UTC 2025","Tue Dec 30 16:49:29 UTC 2025","2096","tests","test_todo","","","","test_language[chromium-input_value4]",""
"passed","Tue Dec 30 16:49:00 UTC 2025","Tue Dec 30 16:49:05 UTC 2025","4700","tests","test_todo","","","","test_registration[chromium-input_value0]",""
